author,docid,firstpub,genretags,title
"Equiano, Olaudah",mdp.69015000002721_0,1789,bio|c18,THE INTERESTING NARRATIVE OF THE LIFE OF OLAUDAH EQUIANO OR GUSTAVUS VASSA THE AFRICAN.
"Equiano, Olaudah",mdp.69015000002721_1,1789,bio|c18,THE INTERESTING NARRATIVE OF THE LIFE OF OLAUDAH EQUIANO OR GUSTAVUS VASSA THE AFRICAN.
"Equiano, Olaudah",mdp.69015000002721_2,1789,bio|c18,THE INTERESTING NARRATIVE OF THE LIFE OF OLAUDAH EQUIANO OR GUSTAVUS VASSA THE AFRICAN.
"Equiano, Olaudah",mdp.69015000002721_3,1789,bio|c18,THE INTERESTING NARRATIVE OF THE LIFE OF OLAUDAH EQUIANO OR GUSTAVUS VASSA THE AFRICAN.
"Radcliffe, Ann Ward",nyp.33433074955109_0,1792,fic|c18,"The Sicilian Romance, vol. 1"
"Radcliffe, Ann Ward",nyp.33433074955109_1,1792,fic|c18,"The Sicilian Romance, vol. 1"
"Radcliffe, Ann Ward",nyp.33433074955109_2,1792,fic|c18,"The Sicilian Romance, vol. 1"
"Radcliffe, Ann Ward",nyp.33433074955109_3,1792,fic|c18,"The Sicilian Romance, vol. 1"
"Radcliffe, Ann Ward",nyp.33433074955091_0,1792,fic|c18,"The Sicilian Romance, vol. 2"
"Radcliffe, Ann Ward",nyp.33433074955091_1,1792,fic|c18,"The Sicilian Romance, vol. 2"
"Radcliffe, Ann Ward",nyp.33433074955091_2,1792,fic|c18,"The Sicilian Romance, vol. 2"
"Radcliffe, Ann Ward",nyp.33433074955091_3,1792,fic|c18,"The Sicilian Romance, vol. 2"
"Sheridan, Frances C.",uiug.30112042033529_0,1792,fic|c18,The History of Nourjahad
"Sheridan, Frances C.",uiug.30112042033529_1,1792,fic|c18,The History of Nourjahad
"Sheridan, Frances C.",uiug.30112042033529_2,1792,fic|c18,The History of Nourjahad
"Sheridan, Frances C.",uiug.30112042033529_3,1792,fic|c18,The History of Nourjahad
"Hayley, William",hvd.hn32p1_0,1796,bio|c18,"The Life of Milton, in Three Parts"
"Hayley, William",hvd.hn32p1_1,1796,bio|c18,"The Life of Milton, in Three Parts"
"Hayley, William",hvd.hn32p1_2,1796,bio|c18,"The Life of Milton, in Three Parts"
"Hayley, William",hvd.hn32p1_3,1796,bio|c18,"The Life of Milton, in Three Parts"
"Lewis, Matthew G.",nyp.33433074874300_0,1796,fic|c18,"The Monk, vol 1"
"Lewis, Matthew G.",nyp.33433074874300_1,1796,fic|c18,"The Monk, vol 1"
"Lewis, Matthew G.",nyp.33433074874300_2,1796,fic|c18,"The Monk, vol 1"
"Lewis, Matthew G.",nyp.33433074874300_3,1796,fic|c18,"The Monk, vol 1"
"Lewis, Matthew G.",nyp.33433074874755_0,1796,fic|c18,"The Monk, vol. 2"
"Lewis, Matthew G.",nyp.33433074874755_1,1796,fic|c18,"The Monk, vol. 2"
"Lewis, Matthew G.",nyp.33433074874755_2,1796,fic|c18,"The Monk, vol. 2"
"Lewis, Matthew G.",nyp.33433074874755_3,1796,fic|c18,"The Monk, vol. 2"
"Opie, Amelia Alderson",uiuo.ark=+13960+t6sx6xd8k_0,1805,fic|c19,Adeline Mowbray vol 2 (truncate gutenberg)
"Opie, Amelia Alderson",uiuo.ark=+13960+t6sx6xd8k_1,1805,fic|c19,Adeline Mowbray vol 2 (truncate gutenberg)
"Opie, Amelia Alderson",uiuo.ark=+13960+t6sx6xd8k_2,1805,fic|c19,Adeline Mowbray vol 2 (truncate gutenberg)
"Opie, Amelia Alderson",uiuo.ark=+13960+t6sx6xd8k_3,1805,fic|c19,Adeline Mowbray vol 2 (truncate gutenberg)
"Fleury de Chaboullon, Pierre",uiug.30112065082684_0,1820,bio|c19,"Memoirs of the Private Life, Return,and Reign of Napoleon, vol 1"
"Fleury de Chaboullon, Pierre",uiug.30112065082684_1,1820,bio|c19,"Memoirs of the Private Life, Return,and Reign of Napoleon, vol 1"
"Fleury de Chaboullon, Pierre",uiug.30112065082684_2,1820,bio|c19,"Memoirs of the Private Life, Return,and Reign of Napoleon, vol 1"
"Fleury de Chaboullon, Pierre",uiug.30112065082684_3,1820,bio|c19,"Memoirs of the Private Life, Return,and Reign of Napoleon, vol 1"
"Berens, Edward",uc2.ark=+13960+t2f766t3r_0,1827,fic|c19,Christmas stories
"Berens, Edward",uc2.ark=+13960+t2f766t3r_1,1827,fic|c19,Christmas stories
"Berens, Edward",uc2.ark=+13960+t2f766t3r_2,1827,fic|c19,Christmas stories
"Berens, Edward",uc2.ark=+13960+t2f766t3r_3,1827,fic|c19,Christmas stories
"Scott, Walter",osu.32435003401312_0,1829,fic|c19,Rob Roy
"Scott, Walter",osu.32435003401312_1,1829,fic|c19,Rob Roy
"Scott, Walter",osu.32435003401312_2,1829,fic|c19,Rob Roy
"Scott, Walter",osu.32435003401312_3,1829,fic|c19,Rob Roy
"Moore, Thomas",uc2.ark=+13960+t8z897s8x_0,1831,fic|c19,The Epicurean
"Moore, Thomas",uc2.ark=+13960+t8z897s8x_1,1831,fic|c19,The Epicurean
"Moore, Thomas",uc2.ark=+13960+t8z897s8x_2,1831,fic|c19,The Epicurean
"Moore, Thomas",uc2.ark=+13960+t8z897s8x_3,1831,fic|c19,The Epicurean
"Coleridge, Samuel Taylor",uva.x000372854_0,1834,bio|c19,Biographia Literaria
"Coleridge, Samuel Taylor",uva.x000372854_1,1834,bio|c19,Biographia Literaria
"Coleridge, Samuel Taylor",uva.x000372854_2,1834,bio|c19,Biographia Literaria
"Coleridge, Samuel Taylor",uva.x000372854_3,1834,bio|c19,Biographia Literaria
"Breckinridge, John",hvd.rsmb83_0,1839,bio|c19,A Memorial of Mrs Margaret Breckinridge
"Breckinridge, John",hvd.rsmb83_1,1839,bio|c19,A Memorial of Mrs Margaret Breckinridge
"Breckinridge, John",hvd.rsmb83_2,1839,bio|c19,A Memorial of Mrs Margaret Breckinridge
"Breckinridge, John",hvd.rsmb83_3,1839,bio|c19,A Memorial of Mrs Margaret Breckinridge
"Lever, Charles James",mdp.39015063939329_0,1845,fic|c19,St. Patrick's Eve
"Lever, Charles James",mdp.39015063939329_1,1845,fic|c19,St. Patrick's Eve
"Lever, Charles James",mdp.39015063939329_2,1845,fic|c19,St. Patrick's Eve
"Lever, Charles James",mdp.39015063939329_3,1845,fic|c19,St. Patrick's Eve
"Marryat, Frederick",njp.32101065864272_0,1849,fic|c19,Olla Podrida
"Marryat, Frederick",njp.32101065864272_1,1849,fic|c19,Olla Podrida
"Marryat, Frederick",njp.32101065864272_2,1849,fic|c19,Olla Podrida
"Marryat, Frederick",njp.32101065864272_3,1849,fic|c19,Olla Podrida
"Emerson, Ralph",hvd.hxvp5b_0,1850,bio|c19,Representative Men
"Emerson, Ralph",hvd.hxvp5b_1,1850,bio|c19,Representative Men
"Emerson, Ralph",hvd.hxvp5b_2,1850,bio|c19,Representative Men
"Emerson, Ralph",hvd.hxvp5b_3,1850,bio|c19,Representative Men
"Hawthorne, Nathaniel",uva.x000982309_0,1851,bio|c19,True Stories of History and Biography
"Hawthorne, Nathaniel",uva.x000982309_1,1851,bio|c19,True Stories of History and Biography
"Hawthorne, Nathaniel",uva.x000982309_2,1851,bio|c19,True Stories of History and Biography
"Hawthorne, Nathaniel",uva.x000982309_3,1851,bio|c19,True Stories of History and Biography
"More, Hannah",uc2.ark=+13960+t3mw2f789_0,1857,fic|c19,The shepherd of Salisbury Plain
"More, Hannah",uc2.ark=+13960+t3mw2f789_1,1857,fic|c19,The shepherd of Salisbury Plain
"More, Hannah",uc2.ark=+13960+t3mw2f789_2,1857,fic|c19,The shepherd of Salisbury Plain
"More, Hannah",uc2.ark=+13960+t3mw2f789_3,1857,fic|c19,The shepherd of Salisbury Plain
"Jacobs, Harriet Anne",uc2.ark=+13960+t7dr2rd9m_0,1861,bio|c19,Incidents in the Life of a Slave Girl
"Jacobs, Harriet Anne",uc2.ark=+13960+t7dr2rd9m_1,1861,bio|c19,Incidents in the Life of a Slave Girl
"Jacobs, Harriet Anne",uc2.ark=+13960+t7dr2rd9m_2,1861,bio|c19,Incidents in the Life of a Slave Girl
"Jacobs, Harriet Anne",uc2.ark=+13960+t7dr2rd9m_3,1861,bio|c19,Incidents in the Life of a Slave Girl
"Manning, Anne",uc2.ark=+13960+t8pc33119_0,1863,fic|c19,The Duchess of Trajetto
"Manning, Anne",uc2.ark=+13960+t8pc33119_1,1863,fic|c19,The Duchess of Trajetto
"Manning, Anne",uc2.ark=+13960+t8pc33119_2,1863,fic|c19,The Duchess of Trajetto
"Manning, Anne",uc2.ark=+13960+t8pc33119_3,1863,fic|c19,The Duchess of Trajetto
"Franklin, Benjamin",uc2.ark=+13960+fk81j97v57_0,1868,bio|c19,The Autobiography of Benjamin Franklin
"Franklin, Benjamin",uc2.ark=+13960+fk81j97v57_1,1868,bio|c19,The Autobiography of Benjamin Franklin
"Franklin, Benjamin",uc2.ark=+13960+fk81j97v57_2,1868,bio|c19,The Autobiography of Benjamin Franklin
"Franklin, Benjamin",uc2.ark=+13960+fk81j97v57_3,1868,bio|c19,The Autobiography of Benjamin Franklin
"Finley, Martha",uc2.ark=+13960+t5k93292h_0,1876,fic|c19,Mildred Keith
"Finley, Martha",uc2.ark=+13960+t5k93292h_1,1876,fic|c19,Mildred Keith
"Finley, Martha",uc2.ark=+13960+t5k93292h_2,1876,fic|c19,Mildred Keith
"Finley, Martha",uc2.ark=+13960+t5k93292h_3,1876,fic|c19,Mildred Keith
"Reid, Mayne",uc2.ark=+13960+t4qj7df3t_0,1885,fic|c19,The Vee-Boers
"Reid, Mayne",uc2.ark=+13960+t4qj7df3t_1,1885,fic|c19,The Vee-Boers
"Reid, Mayne",uc2.ark=+13960+t4qj7df3t_2,1885,fic|c19,The Vee-Boers
"Reid, Mayne",uc2.ark=+13960+t4qj7df3t_3,1885,fic|c19,The Vee-Boers
"Marshall, Julian, Mrs",wu.89091873059_0,1889,bio|c19,"The Life and Letters of Mary Wollstonecraft Shelley, vol 1"
"Marshall, Julian, Mrs",wu.89091873059_1,1889,bio|c19,"The Life and Letters of Mary Wollstonecraft Shelley, vol 1"
"Marshall, Julian, Mrs",wu.89091873059_2,1889,bio|c19,"The Life and Letters of Mary Wollstonecraft Shelley, vol 1"
"Marshall, Julian, Mrs",wu.89091873059_3,1889,bio|c19,"The Life and Letters of Mary Wollstonecraft Shelley, vol 1"
"Stowe, Charles Edward",uc2.ark=+13960+t7zk5647t_0,1890,bio|c19,Life of Harriet Beecher Stowe
"Stowe, Charles Edward",uc2.ark=+13960+t7zk5647t_1,1890,bio|c19,Life of Harriet Beecher Stowe
"Stowe, Charles Edward",uc2.ark=+13960+t7zk5647t_2,1890,bio|c19,Life of Harriet Beecher Stowe
"Stowe, Charles Edward",uc2.ark=+13960+t7zk5647t_3,1890,bio|c19,Life of Harriet Beecher Stowe
"Page, Thomas Nelson",uc2.ark=+13960+t4zg6gm7x_0,1895,fic|c19,Unc' Edinburg
"Page, Thomas Nelson",uc2.ark=+13960+t4zg6gm7x_1,1895,fic|c19,Unc' Edinburg
"Page, Thomas Nelson",uc2.ark=+13960+t4zg6gm7x_2,1895,fic|c19,Unc' Edinburg
"Page, Thomas Nelson",uc2.ark=+13960+t4zg6gm7x_3,1895,fic|c19,Unc' Edinburg
"Stevenson, Robert Louis",uc1.32106001955902_0,1897,bio|c19,"Travels with a Donkey, in the Cevennes"
"Stevenson, Robert Louis",uc1.32106001955902_1,1897,bio|c19,"Travels with a Donkey, in the Cevennes"
"Stevenson, Robert Louis",uc1.32106001955902_2,1897,bio|c19,"Travels with a Donkey, in the Cevennes"
"Stevenson, Robert Louis",uc1.32106001955902_3,1897,bio|c19,"Travels with a Donkey, in the Cevennes"
"Springer, Rebecca Ruter",uc2.ark=+13960+t8df6mw0k_0,1898,fic|c19,Intra Muros
"Springer, Rebecca Ruter",uc2.ark=+13960+t8df6mw0k_1,1898,fic|c19,Intra Muros
"Springer, Rebecca Ruter",uc2.ark=+13960+t8df6mw0k_2,1898,fic|c19,Intra Muros
"Springer, Rebecca Ruter",uc2.ark=+13960+t8df6mw0k_3,1898,fic|c19,Intra Muros
"Austen, Jane",njp.32101064786526_0,1902,fic|c19,Persuasion
"Austen, Jane",njp.32101064786526_1,1902,fic|c19,Persuasion
"Austen, Jane",njp.32101064786526_2,1902,fic|c19,Persuasion
"Austen, Jane",njp.32101064786526_3,1902,fic|c19,Persuasion
"Rousseau, Jean-Jaques",uc1.31970006034596_0,1903,bio|c19,"The Confessions, vol 1 of 2 (truncate gutenberg)"
"Rousseau, Jean-Jaques",uc1.31970006034596_1,1903,bio|c19,"The Confessions, vol 1 of 2 (truncate gutenberg)"
"Rousseau, Jean-Jaques",uc1.31970006034596_2,1903,bio|c19,"The Confessions, vol 1 of 2 (truncate gutenberg)"
"Rousseau, Jean-Jaques",uc1.31970006034596_3,1903,bio|c19,"The Confessions, vol 1 of 2 (truncate gutenberg)"
"London, Jack",mdp.39015019800443_0,1911,bio|c19,The Cruise of the Snark
"London, Jack",mdp.39015019800443_1,1911,bio|c19,The Cruise of the Snark
"London, Jack",mdp.39015019800443_2,1911,bio|c19,The Cruise of the Snark
"London, Jack",mdp.39015019800443_3,1911,bio|c19,The Cruise of the Snark
